Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUST00000071718.12,756.6393262531641,0.4081565946173467,0.5160928069585682,0.790858909704032,0.42902632877153857,0.9843705572284426
ENSMUST00000213438.2,1.5429173437424704,-1.6553709388588556,2.2921954430228753,-0.7221770481647082,0.4701856325567201,0.9843705572284426
ENSMUST00000212829.2,111.77165498158752,0.6947329422116159,0.3893261646426276,1.7844496602208304,0.07435062774935254,0.9843705572284426
ENSMUST00000137328.8,19.398513949344906,2.4713885383039584,1.525596072787838,1.619949462630565,0.10524313339390169,0.9843705572284426
ENSMUST00000181940.3,65.69880731956984,-0.039001031889455355,0.536375490790854,-0.07271218122205889,0.9420351549966439,0.9843705572284426
ENSMUST00000207792.3,235.8244771264831,-0.012852786773124087,0.4552840403989758,-0.028230259865601473,0.9774785029542404,0.9939326329809238
ENSMUST00000208145.2,4.957289428047529,1.641874749222972,2.883211860643127,0.5694603201502981,0.5690437914971238,0.9843705572284426
ENSMUST00000223291.2,560.4169710214132,0.050346275910802804,0.21606727107125254,0.23301204139427534,0.8157520554256903,0.9843705572284426
ENSMUST00000121620.2,0.0786190989785413,0.41966265531283237,4.023449703587871,0.10430418825382666,0.9169279542993334,0.9843705572284426
ENSMUST00000135487.2,65.20271645023045,0.2944572973250229,0.496737996049946,0.5927819085041681,0.5533271167615874,0.9843705572284426
ENSMUST00000221788.2,4.562465869204113,0.8932372164947306,1.6350443305888316,0.5463076442539313,0.5848544825193984,0.9843705572284426
ENSMUST00000231938.2,0.14355990456135884,-1.1112930099117126,4.010352499265097,-0.27710606738818067,0.7816986630886168,0.9843705572284426
ENSMUST00000115823.2,1.055972072617274,1.8023755328877915,3.7167181599069212,0.484937370912442,0.6277207722370091,0.9843705572284426
ENSMUST00000137520.8,7.062455934889234,-0.581718521360168,1.1021429316096119,-0.5278067886445581,0.5976334448705126,0.9843705572284426
ENSMUST00000142924.2,12.379677665953142,-0.7758466594686465,0.948200839130854,-0.8182303025378127,0.41322569524100206,0.9843705572284426
ENSMUST00000186442.7,9210.152230771715,-0.4081257565670363,0.4439453762227185,-0.9193152545917896,0.3579307011245282,0.9843705572284426
ENSMUST00000125808.2,1063.7551591181684,-1.0912351197561088,0.6325264915379066,-1.7252006585572586,0.08449131706145191,0.9843705572284426
ENSMUST00000142186.2,0.1572381979570826,1.247128124336949,3.9282915301312187,0.3174734142746505,0.7508844092264269,0.9843705572284426
ENSMUST00000108942.5,1.255673651492007,1.2454511401670239,3.745948406222061,0.3324795232359089,0.7395271992177976,0.9843705572284426
ENSMUST00000123551.8,2.255940504143304,3.1430006420623924,2.410406977262817,1.3039294491387035,0.19225763827866027,0.9843705572284426
ENSMUST00000185501.2,0.7252396783186122,2.1526143234619535,3.869377162242706,0.556320625569178,0.5779916896369826,0.9843705572284426
ENSMUST00000149442.2,8.75285282297527,0.407268403431548,1.0185230640873906,0.399861738817339,0.6892583545253168,0.9843705572284426
ENSMUST00000138749.8,1.5600831094218846,-4.754558930156132,3.802731684592145,-1.250300921682323,0.2111896418671514,0.9843705572284426
ENSMUST00000202061.4,0.3689667200709113,2.387642053733219,3.859098378810319,0.6187046349591325,0.5361109560444346,0.9843705572284426
ENSMUST00000224263.2,192.84402351558902,-0.610523633544374,0.4261294567699386,-1.4327186817173903,0.15193824843789175,0.9843705572284426
ENSMUST00000000895.13,12.844819759929054,-0.03669532689383155,2.4538628189665186,-0.014954106892285993,0.9880687936783311,0.9964974338450717
ENSMUST00000151229.2,1.055184835398379,-2.264493318724776,3.890646314243742,-0.5820352547684471,0.5605429343270341,0.9843705572284426
ENSMUST00000138826.8,0.3080724618033353,-0.30168252075982693,4.159548606224967,-0.07252770656612699,0.9421819568741487,0.9843705572284426
ENSMUST00000111129.2,855.939114302228,-0.5002102330521325,0.6551822975957531,-0.7634672592463141,0.44518478108560244,0.9843705572284426
ENSMUST00000143491.3,1.3958749260820291,2.3876407772755592,3.8590944023860723,0.6187049417084186,0.5361107539284738,0.9843705572284426
ENSMUST00000213487.2,4.809724037573939,-0.6645716150310221,1.1289051852178742,-0.5886868301546179,0.5560713741200777,0.9843705572284426
ENSMUST00000112182.3,0.3852797716546327,1.065314673786559,3.362647300279029,0.3168083294665368,0.7513890435362496,0.9843705572284426
ENSMUST00000102520.9,704.9702766801657,0.33323212982592265,2.259357962319012,0.14748974504415946,0.8827454734811638,0.9843705572284426
ENSMUST00000129493.8,475.21381544856854,1.1055765066702357,2.2102446816226613,0.500205482163437,0.616930398595321,0.9843705572284426
ENSMUST00000210934.2,13.275278011067586,1.5075279154076098,1.0292357282014968,1.4647061640989556,0.14300110246273504,0.9843705572284426
ENSMUST00000125421.8,1.1582004036527969,-1.2440953806818709,2.0526536335852836,-0.6060912373749398,0.5444541694089564,0.9843705572284426
ENSMUST00000127832.2,16.516294610296708,1.3153095822640763,0.739108612929551,1.779589033674874,0.07514324222181765,0.9843705572284426
ENSMUST00000219424.2,0.3814322690972227,2.461264735408063,3.8561995115591734,0.6382617725121027,0.5233032919535925,0.9843705572284426
ENSMUST00000117346.2,21.46794179574187,0.15000228462104187,0.3811821077627779,0.39351869242087617,0.6939364207672443,0.9843705572284426
ENSMUST00000226897.2,0.5012855727930327,0.9611292335356209,3.5139393344210803,0.2735190172809191,0.7844542758105072,0.9843705572284426
ENSMUST00000228846.2,0.9073398634958195,3.663946277427167,3.824662142558818,0.9579790687017058,0.3380733133749477,0.9843705572284426
ENSMUST00000238681.2,147.87840581620014,2.2656327782756995,1.095875895943764,2.0674172930179706,0.038694850144663784,0.9843705572284426
ENSMUST00000243504.1,0.22810263290923638,1.4802476810312362,3.9095794927403706,0.3786206889461851,0.7049695564962672,0.9843705572284426
ENSMUST00000102626.10,67.44808024393724,0.01886851592428055,2.290364324645966,0.008238215955968995,0.9934269290306749,0.9983316173859441
ENSMUST00000034646.8,0.6400063606805902,1.0845925986535236,2.4022944622825158,0.4514819543075535,0.6516422282209025,0.9843705572284426
